Index,Column 8,Checksum,File Name,Species,Measurable,Not Center Fish,Column 6,Comments/Notes,Fish Angles/Curved Tail
16.00,3,d67a992fc72493a5804d422483f3b768,16_d67a992fc72493a5804d422483f3b768.JPG,Slate,FALSE,FALSE,,,
17.00,3,558a05373244237df149d2c5175850ca,17_558a05373244237df149d2c5175850ca.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
18.00,3,ffd83235596161f95c401e5aaad73602,18_ffd83235596161f95c401e5aaad73602.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
19.00,3,2ea910d3228b1bc7752bddce85233e89,19_2ea910d3228b1bc7752bddce85233e89.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
20.00,3,19d673f36920f3f2e2de2b1019eadb3e,20_19d673f36920f3f2e2de2b1019eadb3e.JPG,Red Grouper (Epinephelus morio),TRUE,FALSE,,,
21.00,3,fcbf8b2f3312ec43007782bb3766f99b,21_fcbf8b2f3312ec43007782bb3766f99b.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
22.00,3,5028ddaa95eeebee7b0de1d374f1b005,22_5028ddaa95eeebee7b0de1d374f1b005.JPG,Slate,FALSE,FALSE,,,
23.00,3,3126955459fadc803d15d11335b75eeb,23_3126955459fadc803d15d11335b75eeb.JPG,Red Grouper (Epinephelus morio),FALSE,FALSE,,,
24.00,3,7e39d983b26f589dc50f32ff4bb53edb,24_7e39d983b26f589dc50f32ff4bb53edb.JPG,Hogfish (Lachnolaimus maximus),FALSE,FALSE,,,
25.00,3,0a166fcdd881434a13fe8b8d02937b8b,25_0a166fcdd881434a13fe8b8d02937b8b.JPG,Red Grouper (Epinephelus morio),TRUE,FALSE,,,
26.00,3,e7524dc5fd6a798fcac328b436ba00f7,26_e7524dc5fd6a798fcac328b436ba00f7.JPG,Grey Snapper (Lutjanus griseus),TRUE,TRUE,,laser off set,
27.00,3,d6c389a1ded15f6db84594c3939f5587,27_d6c389a1ded15f6db84594c3939f5587.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
28.00,3,d3aad10fef1163faa8fa85c4f06b0677,28_d3aad10fef1163faa8fa85c4f06b0677.JPG,Hogfish (Lachnolaimus maximus),FALSE,FALSE,,,
29.00,3,fcbe34ab3b05c1fc87b2564ebdf33527,29_fcbe34ab3b05c1fc87b2564ebdf33527.JPG,Slate,FALSE,FALSE,,,
30.00,3,91cebf1d5f9ca6fe53d8abf8e7955905,30_91cebf1d5f9ca6fe53d8abf8e7955905.JPG,,FALSE,FALSE,,,
31.00,3,3f82c9655fe2e3d96b024d02fe1e1156,31_3f82c9655fe2e3d96b024d02fe1e1156.JPG,Slate,FALSE,FALSE,,,
32.00,3,06ee7b79821ae34f434bcc679e66fa5b,32_06ee7b79821ae34f434bcc679e66fa5b.JPG,Slate,FALSE,FALSE,,,
33.00,3,5e58d8aea1a5825c4e1fa455be5d38d9,33_5e58d8aea1a5825c4e1fa455be5d38d9.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
34.00,3,e2bb82e0ae0533de1a84fcde753f2ab0,34_e2bb82e0ae0533de1a84fcde753f2ab0.JPG,Red Grouper (Epinephelus morio),FALSE,FALSE,,,
35.00,3,9b67d9574a6cc218547cb88073cec60a,35_9b67d9574a6cc218547cb88073cec60a.JPG,Red Grouper (Epinephelus morio),FALSE,FALSE,,,
36.00,3,a5dd20d8aeb96e4c6d59d04edec7ab42,36_a5dd20d8aeb96e4c6d59d04edec7ab42.JPG,Red Grouper (Epinephelus morio),TRUE,FALSE,,,
37.00,3,40ae32d2e07e52ccc4a985d8ae2ddd9d,37_40ae32d2e07e52ccc4a985d8ae2ddd9d.JPG,Slate,FALSE,FALSE,,,
38.00,3,256d9292727666695cdfb8dde6d4d691,38_256d9292727666695cdfb8dde6d4d691.JPG,Red Grouper (Epinephelus morio),FALSE,FALSE,,,
39.00,3,5ac53d0ec530edb037a2870844ac3ab8,39_5ac53d0ec530edb037a2870844ac3ab8.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
40.00,3,6f864a24a6fc1f4d7a125897e87a0e6d,40_6f864a24a6fc1f4d7a125897e87a0e6d.JPG,Slate,FALSE,FALSE,,,
41.00,3,f5e223f7126bc6ea5f78046c5cdfc1a6,41_f5e223f7126bc6ea5f78046c5cdfc1a6.JPG,Red Grouper (Epinephelus morio),FALSE,FALSE,,,
42.00,3,5fd179311cc70b5184aae1d5cca4a9ca,42_5fd179311cc70b5184aae1d5cca4a9ca.JPG,Hogfish (Lachnolaimus maximus),FALSE,FALSE,,,
43.00,3,647e09e81b7d8575bcd107de4bebb24e,43_647e09e81b7d8575bcd107de4bebb24e.JPG,Slate,FALSE,FALSE,,,
44.00,3,4eb215bfd37caed081510c1d4199401b,44_4eb215bfd37caed081510c1d4199401b.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
45.00,3,f45bc58c69dabf59aeb4f850580c8c14,45_f45bc58c69dabf59aeb4f850580c8c14.JPG,Slate,FALSE,FALSE,,,
46.00,3,74730ed7e077a4608ed32aed5cab3e69,46_74730ed7e077a4608ed32aed5cab3e69.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
47.00,3,9ad8b3cbc5173580cd66b4739c9c596a,47_9ad8b3cbc5173580cd66b4739c9c596a.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
48.00,3,166e0c2f17a72dcb7ab3ad077bb624de,48_166e0c2f17a72dcb7ab3ad077bb624de.JPG,Hogfish (Lachnolaimus maximus),FALSE,FALSE,,,
49.00,3,8e804df3884b05d2568319883266042e,49_8e804df3884b05d2568319883266042e.JPG,Slate,FALSE,FALSE,,,
50.00,3,1d6ef115892fe676c50c7ec2be0a4e0b,50_1d6ef115892fe676c50c7ec2be0a4e0b.JPG,Slate,FALSE,FALSE,,,
51.00,3,e3553220cd7bb67df65f9d3811ffe45c,51_e3553220cd7bb67df65f9d3811ffe45c.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
52.00,3,1e32f3a0240256eaa6b61d27fb4b238f,52_1e32f3a0240256eaa6b61d27fb4b238f.JPG,Blue Parrotfish (Scarus coeruleus),FALSE,FALSE,,,
53.00,3,63419481da5a0795da7c4a0b764f0afb,53_63419481da5a0795da7c4a0b764f0afb.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
54.00,3,3f5b89765099f4d8021498e2d8c890c7,54_3f5b89765099f4d8021498e2d8c890c7.JPG,Blue Parrotfish (Scarus coeruleus),FALSE,FALSE,,,
55.00,3,33f982b3f834f4c3cea7c65a66bd8a2d,55_33f982b3f834f4c3cea7c65a66bd8a2d.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
56.00,3,40057a1747b23c8c292322e63a45f60c,56_40057a1747b23c8c292322e63a45f60c.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
57.00,3,7dc0a3df02bdbf0ea984c93a6a4a4e7b,57_7dc0a3df02bdbf0ea984c93a6a4a4e7b.JPG,Unidentifiable (Cannot see),FALSE,FALSE,,,
58.00,3,e55cdb6ad1cbc9b85486a98a54e9a893,58_e55cdb6ad1cbc9b85486a98a54e9a893.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
59.00,3,1a722c3c79b91083de78f57311c9bb84,59_1a722c3c79b91083de78f57311c9bb84.JPG,Slate,FALSE,FALSE,,,
60.00,3,91d2142a791a9be5af8b6926895a2bbf,60_91d2142a791a9be5af8b6926895a2bbf.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
61.00,3,96d513e68bb781ffca57b9a56cd6dc37,61_96d513e68bb781ffca57b9a56cd6dc37.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
62.00,3,b819027d5b48839f4f2da315298af014,62_b819027d5b48839f4f2da315298af014.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
63.00,3,bfd6279812e07991df9c345243357f37,63_bfd6279812e07991df9c345243357f37.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
64.00,3,b1e33d18eb53f4166d72430dc231619a,64_b1e33d18eb53f4166d72430dc231619a.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
65.00,3,79f940902cb06ecdcb2426a4d956860a,65_79f940902cb06ecdcb2426a4d956860a.JPG,Slate,FALSE,FALSE,,,
66.00,3,308549ba1fcad6e90ea4a6d1175e4293,66_308549ba1fcad6e90ea4a6d1175e4293.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
67.00,3,1000e07e937e857f9119bd0af8153a3f,67_1000e07e937e857f9119bd0af8153a3f.JPG,Slate,FALSE,FALSE,,,
68.00,3,25d2d08fd7d44c4ab6f7f6b71538d4ff,68_25d2d08fd7d44c4ab6f7f6b71538d4ff.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
69.00,3,4d08b675388dfa7585c86010c2246bb3,69_4d08b675388dfa7585c86010c2246bb3.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
70.00,3,2f11f4660d184d26c4c07a00a4d29b78,70_2f11f4660d184d26c4c07a00a4d29b78.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
71.00,3,f0af0e1f5930f8532518c896b7c53bb7,71_f0af0e1f5930f8532518c896b7c53bb7.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
72.00,3,62cdc2c67d6b5c1653352c102ea38dbc,72_62cdc2c67d6b5c1653352c102ea38dbc.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,TOo angled?,
73.00,3,e3b85df4441418e32c2d90882c52b124,73_e3b85df4441418e32c2d90882c52b124.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
74.00,3,be8e628c6bcacd732a22521b651067b5,74_be8e628c6bcacd732a22521b651067b5.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
75.00,3,978bc5073b9e7336dbe21d430ed3bb69,75_978bc5073b9e7336dbe21d430ed3bb69.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
76.00,3,d371337d254a873dcff7d239a3a1722d,76_d371337d254a873dcff7d239a3a1722d.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
77.00,3,986a187f685b90a21788d6de4e1a754e,77_986a187f685b90a21788d6de4e1a754e.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,TRUE,,,
78.00,3,d5bcc7963359c66fcf1601916639892f,78_d5bcc7963359c66fcf1601916639892f.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
79.00,3,6a7bcfa8a7aedce374378abd0cdb6421,79_6a7bcfa8a7aedce374378abd0cdb6421.JPG,Slate,FALSE,FALSE,,,
80.00,3,7c985c048ae5dadfc62bd3e484102ff4,80_7c985c048ae5dadfc62bd3e484102ff4.JPG,Midnight Parrotfish (Scarus coelestinus),FALSE,FALSE,,,
81.00,3,19bd0ae7af269d2c0373f8d60faa2c92,81_19bd0ae7af269d2c0373f8d60faa2c92.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
82.00,3,9fea4fff8c2c4ec78047e84bdccdede7,82_9fea4fff8c2c4ec78047e84bdccdede7.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
83.00,3,c233215c76d3711084e866804b4b9397,83_c233215c76d3711084e866804b4b9397.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
84.00,3,00fcfe22349c9a992d4e12a30b565031,84_00fcfe22349c9a992d4e12a30b565031.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
85.00,3,2ef8833106b016b724f50bbf269b8cad,85_2ef8833106b016b724f50bbf269b8cad.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
86.00,3,37c3a5d4e07a53309636d840badd0465,86_37c3a5d4e07a53309636d840badd0465.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
87.00,3,24c77873929b0ab938cd8f935d56f606,87_24c77873929b0ab938cd8f935d56f606.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
88.00,3,64c33a45ae92d7d24ab2a4c4ac936e90,88_64c33a45ae92d7d24ab2a4c4ac936e90.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
89.00,3,af60725e53ee17672e40cd1772766712,89_af60725e53ee17672e40cd1772766712.JPG,Grey Snapper (Lutjanus griseus),FALSE,FALSE,,,
90.00,3,787d9eed453ef8ec9c40877fc46dd037,90_787d9eed453ef8ec9c40877fc46dd037.JPG,Red Grouper (Epinephelus morio),FALSE,FALSE,,,
91.00,3,98bbbe41e0ceac389a0d1880ffaac42f,91_98bbbe41e0ceac389a0d1880ffaac42f.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
92.00,3,8b9ff30e614357bff2cbd152061426ae,92_8b9ff30e614357bff2cbd152061426ae.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
93.00,3,241e6ec481dca90fc22e449d61d76519,93_241e6ec481dca90fc22e449d61d76519.JPG,Slate,FALSE,FALSE,,,
94.00,3,391cd8d5b56f7090bf67a744c153be0a,94_391cd8d5b56f7090bf67a744c153be0a.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
95.00,3,0dd3673c93d1a7dc7c442a634d3801ca,95_0dd3673c93d1a7dc7c442a634d3801ca.JPG,Slate,FALSE,FALSE,,,
96.00,3,db5423bdd7b7ecaa159dfc8fa057f58f,96_db5423bdd7b7ecaa159dfc8fa057f58f.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
97.00,3,feca11ed1b3e81b2823cdfe8435a029a,97_feca11ed1b3e81b2823cdfe8435a029a.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,TRUE,,,
98.00,3,20d2cda4cdbd092a6700c4aa4a203fbf,98_20d2cda4cdbd092a6700c4aa4a203fbf.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
99.00,3,e200079e00ed7d6373044549e707ebb3,99_e200079e00ed7d6373044549e707ebb3.JPG,Slate,FALSE,FALSE,,,
100.00,4,7ae84c5c16b767b8f65ca559c373ed65,100_7ae84c5c16b767b8f65ca559c373ed65.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
101.00,4,6313f95dc12c1dba9c5fdf4ff2338193,101_6313f95dc12c1dba9c5fdf4ff2338193.JPG,Slate,FALSE,FALSE,,,
102.00,4,95486b0e06655b35245d62e5241859b7,102_95486b0e06655b35245d62e5241859b7.JPG,Other (Identifiable but Nontarget),FALSE,FALSE,,,
103.00,4,d110412cbcbe415518dc324502d758e9,103_d110412cbcbe415518dc324502d758e9.JPG,Grey Snapper (Lutjanus griseus),FALSE,FALSE,,,
104.00,4,66913809f7599623d11e2bbfd697c001,104_66913809f7599623d11e2bbfd697c001.JPG,Other (Identifiable but Nontarget),FALSE,FALSE,,,
105.00,4,0a0f2151ac4f7a814d1bc62987eea562,105_0a0f2151ac4f7a814d1bc62987eea562.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
106.00,4,e52e9d95e75e6564ec0ed0ff2496ba0c,106_e52e9d95e75e6564ec0ed0ff2496ba0c.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
107.00,4,6b1b7a3f01b0f4f6a524aea2141c3d4c,107_6b1b7a3f01b0f4f6a524aea2141c3d4c.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
108.00,4,1b82898921a1b6908b5ac89674e4c5d7,108_1b82898921a1b6908b5ac89674e4c5d7.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,Can this be measured? I think the image just needs to be rotated,
109.00,4,6dcc8603b4903fcffa4fd66ee3b1ff8a,109_6dcc8603b4903fcffa4fd66ee3b1ff8a.JPG,Grey Snapper (Lutjanus griseus),TRUE,FALSE,,,
110.00,4,c2ee71d3bafeb68e23a86586dfc6a74c,110_c2ee71d3bafeb68e23a86586dfc6a74c.JPG,Blue Parrotfish (Scarus coeruleus),TRUE,FALSE,,,
111.00,4,ee9b7eaea7eff3648aec7199b7a548b4,111_ee9b7eaea7eff3648aec7199b7a548b4.JPG,Rainbow Parrotfish (Scarus guacamaia),TRUE,FALSE,,,
112.00,4,91970e4aa9dce76630332f0f5d8714d0,112_91970e4aa9dce76630332f0f5d8714d0.JPG,Unidentifiable (Cannot see),FALSE,FALSE,,,
113.00,4,611ea948278c7f3f4990410e44e1785e,113_611ea948278c7f3f4990410e44e1785e.JPG,Grey Snapper (Lutjanus griseus),TRUE,FALSE,,,
114.00,4,80151fdba0922b077cc0e50c25fc4b05,114_80151fdba0922b077cc0e50c25fc4b05.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,,
115.00,4,df86803467b316423251e78602010af1,115_df86803467b316423251e78602010af1.JPG,Yellowtail Snapper (Ocyurus chrysurus),TRUE,FALSE,,,
116.00,4,4bd891bce8c047fe0960193c188c2b31,116_4bd891bce8c047fe0960193c188c2b31.JPG,Grey Snapper (Lutjanus griseus),TRUE,FALSE,,,
117.00,4,5b3473295e8d7d94ac84d9f4f078ab26,117_5b3473295e8d7d94ac84d9f4f078ab26.JPG,Slate,FALSE,FALSE,,,\
118.00,4,5cc95f2949744cdfbfce2feda027cdb8,118_5cc95f2949744cdfbfce2feda027cdb8.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
119.00,4,d91ada824e3441cc6f5ca6fcce67906e,119_d91ada824e3441cc6f5ca6fcce67906e.JPG,Unidentifiable (Cannot see),FALSE,FALSE,,,
120.00,4,1900cc433f901a32cd4e41d1a6009b54,120_1900cc433f901a32cd4e41d1a6009b54.JPG,,FALSE,FALSE,,,
121.00,4,73553879d6a219233692d7abc1af5746,121_73553879d6a219233692d7abc1af5746.JPG,,FALSE,FALSE,,,
122.00,4,2e330f043fe3f1a63e3e76574383e0d4,122_2e330f043fe3f1a63e3e76574383e0d4.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
123.00,4,e8485299adc911fafcb653b096c8b94d,123_e8485299adc911fafcb653b096c8b94d.JPG,Grey Snapper (Lutjanus griseus),TRUE,FALSE,,,
124.00,4,48390ee2cc54b0fe87cc8ccf403ee68b,124_48390ee2cc54b0fe87cc8ccf403ee68b.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
125.00,4,439e7cf66f2b66ad3a99c114eb54ba53,125_439e7cf66f2b66ad3a99c114eb54ba53.JPG,Unidentifiable (Cannot see),FALSE,FALSE,,,
126.00,4,25a61c727c257f841da438dd5bd12924,126_25a61c727c257f841da438dd5bd12924.JPG,Other (Identifiable but Nontarget),FALSE,FALSE,,,
127.00,4,47936211301f0ffb68c4037d24c3ec60,127_47936211301f0ffb68c4037d24c3ec60.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
128.00,4,a7e3796ec0b3c5c94f6a5715d2809646,128_a7e3796ec0b3c5c94f6a5715d2809646.JPG,Unidentifiable (Cannot see),FALSE,FALSE,,,
129.00,4,0b989b6be3b812a887b50c29592b9136,129_0b989b6be3b812a887b50c29592b9136.JPG,Hogfish (Lachnolaimus maximus),FALSE,FALSE,,,
130.00,4,b542fbcb8e38c85aef8778753b8579b5,130_b542fbcb8e38c85aef8778753b8579b5.JPG,Blue Parrotfish (Scarus coeruleus),FALSE,FALSE,,,
131.00,4,de309f2e19cae6477c4f507070a379e8,131_de309f2e19cae6477c4f507070a379e8.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
132.00,4,6e4b78ff826a2c8afba4526d87a04cb1,132_6e4b78ff826a2c8afba4526d87a04cb1.JPG,Grey Snapper (Lutjanus griseus),TRUE,TRUE,,,
133.00,4,37c86695eb9f748a3df6747678a3d85e,133_37c86695eb9f748a3df6747678a3d85e.JPG,Red Grouper (Epinephelus morio),TRUE,FALSE,,,
134.00,4,7176229b80cc855f0cae661d2c113559,134_7176229b80cc855f0cae661d2c113559.JPG,Slate,FALSE,FALSE,,,
135.00,4,f122fc35e746478ab0ae05aac2cd7e1b,135_f122fc35e746478ab0ae05aac2cd7e1b.JPG,Grey Snapper (Lutjanus griseus),TRUE,FALSE,,,
136.00,4,c783845b44c49ab4002740ebf750dad6,136_c783845b44c49ab4002740ebf750dad6.JPG,Slate,FALSE,FALSE,,,
137.00,4,f4ef7542c46b24ab3ebf0b26a6ca351d,137_f4ef7542c46b24ab3ebf0b26a6ca351d.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
138.00,4,0373ff5c4287bd3cd650a19f76f37df3,138_0373ff5c4287bd3cd650a19f76f37df3.JPG,Slate,FALSE,FALSE,,,
139.00,4,2fab65341765403b47241b483ebe282d,139_2fab65341765403b47241b483ebe282d.JPG,Other (Identifiable but Nontarget),FALSE,FALSE,,,
140.00,4,575611a3b29ec6236b5c37147817ceb1,140_575611a3b29ec6236b5c37147817ceb1.JPG,Other (Identifiable but Nontarget),FALSE,FALSE,,,
141.00,4,61b0f297784962bd3d29795433ecb4e8,141_61b0f297784962bd3d29795433ecb4e8.JPG,Hogfish (Lachnolaimus maximus),FALSE,FALSE,,,
142.00,4,0de54536f29eb4ecaefab39448fdc218,142_0de54536f29eb4ecaefab39448fdc218.JPG,Stoplight Parrotfish (Sparisoma viride),TRUE,FALSE,,,
143.00,4,72d73b293e5b6d9abfb17b355660b222,143_72d73b293e5b6d9abfb17b355660b222.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
144.00,4,22be12510a45e749e290d32e2e1adaa9,144_22be12510a45e749e290d32e2e1adaa9.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
145.00,4,d9f1937f132df70d04787f88c9af2032,145_d9f1937f132df70d04787f88c9af2032.JPG,Slate,FALSE,FALSE,,,
146.00,4,02d1113b8a81fa0cb9eb2dd4b428aacf,146_02d1113b8a81fa0cb9eb2dd4b428aacf.JPG,Grey Snapper (Lutjanus griseus),FALSE,FALSE,,,
147.00,4,74b86f41130871fc7f967248790cea9b,147_74b86f41130871fc7f967248790cea9b.JPG,Other (Identifiable but Nontarget),FALSE,FALSE,,,
148.00,4,50d3b64e7c5b6193289dbeff5ebf7b3a,148_50d3b64e7c5b6193289dbeff5ebf7b3a.JPG,Slate,FALSE,FALSE,,,
149.00,4,510cdb8f4535daff25f041981a323ef4,149_510cdb8f4535daff25f041981a323ef4.JPG,Stoplight Parrotfish (Sparisoma viride),FALSE,FALSE,,,
150.00,4,d0d3ff1be5e907725cafcb28ec11f5f5,150_d0d3ff1be5e907725cafcb28ec11f5f5.JPG,Unidentifiable (Cannot see),FALSE,FALSE,,,
151.00,4,e5822e93060fe5de8a44c011eabfbf2e,151_e5822e93060fe5de8a44c011eabfbf2e.JPG,Rainbow Parrotfish (Scarus guacamaia),TRUE,FALSE,,,
152.00,4,6d243642dd2cc278186884b6b5303e95,152_6d243642dd2cc278186884b6b5303e95.JPG,Slate,FALSE,FALSE,,,
153.00,4,c876a67f9cd843ee101d51cc449970ea,153_c876a67f9cd843ee101d51cc449970ea.JPG,Midnight Parrotfish (Scarus coelestinus),TRUE,FALSE,,,
154.00,4,8b25b2945feceeb3d38934a9315e97c6,154_8b25b2945feceeb3d38934a9315e97c6.JPG,Slate,FALSE,FALSE,,,
155.00,4,9365bdbc736cc64f6e6dd22fc59d7ea5,155_9365bdbc736cc64f6e6dd22fc59d7ea5.JPG,Rainbow Parrotfish (Scarus guacamaia),TRUE,FALSE,,,
156.00,4,4a8333e38cce323a947399f9ddc8034b,156_4a8333e38cce323a947399f9ddc8034b.JPG,Rainbow Parrotfish (Scarus guacamaia),TRUE,FALSE,,,
157.00,4,319c65990a431631bc1f26c826940579,157_319c65990a431631bc1f26c826940579.JPG,Other (Identifiable but Nontarget),TRUE,FALSE,,,
158.00,4,d5ecc48fb9fb25fa68d6ae7be055bc05,158_d5ecc48fb9fb25fa68d6ae7be055bc05.JPG,Yellowtail Snapper (Ocyurus chrysurus),TRUE,TRUE,,,
159.00,4,23e8404e16e07b80ef3329d9b818973e,159_23e8404e16e07b80ef3329d9b818973e.JPG,Hogfish (Lachnolaimus maximus),TRUE,FALSE,,too angled? ,
160.00,4,754a0bcac605b8c2d1bec7a7bc95ae46,160_754a0bcac605b8c2d1bec7a7bc95ae46.JPG,Unidentifiable (Cannot see),FALSE,FALSE,,,
161.00,4,54406c12cc876ef48bcd96947c8060f7,161_54406c12cc876ef48bcd96947c8060f7.JPG,Slate,FALSE,FALSE,,,
